shipment_id,ship_date,origin_country,destination_country,carrier,mode,weight_kg,volume_cbm,distance_km,num_items,is_hazardous,fuel_price_index,customs_declared_value_usd,promised_transit_days,actual_transit_days,freight_cost_usd
SHP0011533,2025-04-10,DE,FR,MaerskX,Air,1170.2,7.15,5958.5,21,0,101.9,39231.78,6,5,2575.67
SHP0007394,2025-03-11,PL,DE,CMA-CGM,Road,1503.9,4.46,8112.3,236,0,105.1,43861.9,6,6,2932.72
SHP0010050,2024-03-21,FR,CN,Expeditors,Sea,3287.4,16.43,14426.7,418,1,105.2,147800.47,32,33,5584.68
SHP0007614,2024-09-14,VN,FR,MaerskX,Road,3825.4,21.52,1083.4,388,0,122.5,142909.07,6,5,7143.34
SHP0010637,2024-12-08,CN,PL,DB Schenker,Air,1067.4,7.02,9361.2,313,0,84.4,8503.29,7,6,3502.49
SHP0012109,2024-03-22,US,CN,DHL-Freight,Sea,1360.8,7.72,12084.1,347,0,98.3,74621.35,33,36,2803.45
SHP0017637,2024-10-04,VN,GB,CMA-CGM,Air,4414.9,12.23,18323.0,109,0,83.8,233949.27,10,13,10765.11
SHP0013321,2024-08-06,PL,GB,MaerskX,Sea,308.5,1.33,17092.8,450,0,113.3,15802.01,32,31,1926.69
SHP0015618,2024-05-28,IN,CN,CMA-CGM,Rail,232.8,0.89,11447.9,181,1,110.9,2878.7,14,14,1993.33
SHP0012832,2025-01-08,VN,US,MaerskX,Rail,1528.5,3.84,7529.5,273,0,102.5,58534.25,12,12,4489.06
SHP0012492,2025-02-27,CN,TR,DB Schenker,Air,2441.3,13.75,4921.0,318,0,99.6,128872.52,6,11,3337.74
SHP0001476,2025-03-12,FR,GB,DHL-Freight,Rail,1597.7,8.44,13771.1,481,0,98.1,45519.93,16,15,5046.29
SHP0008650,2024-09-17,PL,TR,DHL-Freight,Sea,1925.8,9.53,1429.5,41,0,96.9,96279.04,28,27,2709.29
SHP0018925,2024-06-16,US,CN,DHL-Freight,Sea,142.3,0.54,13624.1,108,0,97.9,7642.85,32,31,880.77
SHP0000495,2024-03-31,TR,FR,DB Schenker,Rail,1177.9,4.95,8941.4,467,0,85.2,56196.13,14,13,2014.78
SHP0002161,2025-03-31,NL,IN,CMA-CGM,Air,1268.4,4.9,10824.1,13,0,97.3,65380.34,6,5,3330.0
SHP0014853,2024-12-06,GB,TR,Kuehne+Nagel,Road,780.3,2.08,13139.5,139,0,78.1,12687.9,9,9,2896.56
SHP0011832,2024-10-23,US,PL,Expeditors,Rail,1093.1,7.04,18403.4,471,0,120.9,61976.46,17,16,4002.84
SHP0010241,2024-08-15,VN,DE,MaerskX,Rail,2597.2,6.87,6178.9,214,0,103.3,143880.24,14,13,4179.21
SHP0004864,2024-08-05,VN,GB,MaerskX,Sea,2609.3,14.91,3767.9,15,0,68.1,22025.42,29,28,3615.01
SHP0001686,2024-07-22,CN,TR,DHL-Freight,Sea,2033.8,10.87,1705.7,357,0,106.1,47141.74,29,29,2568.76
SHP0014866,2024-01-25,TR,FR,DB Schenker,Air,479.5,2.27,11001.6,388,0,101.8,7663.94,7,6,2576.33
SHP0010814,2024-03-01,NL,IN,DHL-Freight,Road,96.3,0.26,12783.8,377,0,120.8,3169.11,11,11,2038.13
SHP0008418,2025-04-28,IN,CN,CMA-CGM,Rail,1289.8,4.23,5739.7,434,0,91.8,8576.01,15,14,3034.59
SHP0006513,2024-04-23,TR,FR,CMA-CGM,Air,1166.9,3.3,2394.8,310,1,88.2,46031.11,7,6,2649.43
SHP0001785,2024-01-18,NL,VN,DB Schenker,Air,2194.2,12.34,765.7,362,0,92.7,106277.06,4,3,2920.72
SHP0000052,2025-06-19,TR,CN,CMA-CGM,Air,1553.9,8.04,9786.4,61,1,99.0,92632.23,7,14,3930.94
SHP0006201,2024-01-15,US,IN,DHL-Freight,Road,1958.0,8.77,8768.1,222,0,138.9,78296.68,10,10,3220.12
SHP0003948,2024-12-08,IN,PL,Kuehne+Nagel,Rail,1183.3,5.08,9699.2,338,0,86.2,55607.53,15,18,3369.29
SHP0009233,2024-07-03,TR,DE,Kuehne+Nagel,Road,3640.3,9.43,7042.6,75,0,103.0,46735.6,9,8,4943.84
SHP0005719,2025-01-01,DE,GB,DHL-Freight,Air,1072.9,3.74,10946.0,174,0,110.2,45868.14,6,9,4091.99
SHP0009866,2024-05-19,CN,PL,DHL-Freight,Air,6399.8,38.14,3884.5,213,0,103.0,362727.29,6,5,6833.79
SHP0016708,2025-01-18,VN,CN,CMA-CGM,Sea,313.4,1.0,18429.7,290,0,97.3,14738.54,31,29,2193.38
SHP0013470,2024-10-21,US,PL,CMA-CGM,Air,538.9,1.43,2807.8,334,0,82.3,7097.11,6,10,1343.33
SHP0004040,2024-08-18,FR,US,DB Schenker,Sea,717.7,1.95,1795.4,240,0,97.2,13468.87,26,25,1639.74
SHP0017976,2024-09-19,CN,US,Expeditors,Road,217.0,0.81,10590.3,145,0,89.2,13001.52,8,7,1255.96
SHP0001475,2024-08-02,VN,NL,DHL-Freight,Road,2185.7,8.5,11805.7,300,0,109.9,96929.03,7,12,3965.38
SHP0018911,2024-09-30,GB,FR,MaerskX,Sea,2651.3,6.92,12237.8,464,1,95.7,47845.42,32,38,4101.41
SHP0017791,2024-01-06,VN,GB,MaerskX,Air,2258.4,10.11,6987.0,32,1,91.9,58368.32,6,6,3631.33
SHP0018355,2025-01-07,IN,GB,Expeditors,Air,1058.4,2.95,13204.5,406,0,123.4,9496.31,7,6,3437.39
SHP0016988,2024-06-13,IN,GB,CMA-CGM,Sea,452.0,2.85,6950.0,302,0,104.7,7166.26,31,30,1929.09
SHP0015573,2025-06-11,VN,NL,DHL-Freight,Sea,2892.0,15.27,11744.9,125,0,94.2,150833.55,32,31,3947.68
SHP0011512,2024-09-11,TR,IN,Expeditors,Road,3346.6,12.19,5657.3,281,0,90.5,72774.1,7,7,6930.91
SHP0015087,2024-02-22,CN,GB,Expeditors,Sea,875.2,3.35,17863.6,180,0,122.4,9236.28,34,34,3839.22
SHP0000911,2024-07-03,TR,US,MaerskX,Rail,983.5,5.66,12973.1,64,0,102.0,4431.51,17,20,3819.3
SHP0008905,2024-02-28,FR,NL,MaerskX,Rail,503.0,2.1,8794.5,259,0,93.5,8832.51,14,21,1845.39
SHP0000571,2025-01-09,CN,GB,MaerskX,Rail,2000.8,6.29,14814.9,335,0,80.4,95048.19,18,18,3158.3
SHP0004612,2024-02-20,VN,NL,DHL-Freight,Road,2203.8,6.04,13171.6,20,0,96.3,108275.48,10,9,6157.67
SHP0013764,2024-01-22,FR,VN,DHL-Freight,Air,1750.6,9.02,7356.0,204,1,103.1,88295.44,5,5,3361.44
SHP0005317,2024-07-31,IN,US,Kuehne+Nagel,Air,682.3,3.1,5182.8,479,0,94.9,23011.72,5,8,1796.18
SHP0019508,2024-12-13,US,GB,DB Schenker,Sea,1179.0,3.85,18956.1,373,0,94.5,62385.24,34,33,4598.93
SHP0002326,2024-08-08,GB,PL,DHL-Freight,Sea,2360.7,7.26,17618.3,484,0,104.7,75658.83,32,36,5412.98
SHP0008015,2025-04-09,DE,TR,DB Schenker,Rail,352.1,1.25,15907.4,278,0,96.1,8435.5,16,15,1914.2
SHP0003499,2024-12-30,US,FR,MaerskX,Rail,3755.3,9.41,7246.8,101,0,80.4,150210.2,14,13,7798.95
SHP0016119,2024-06-28,US,TR,MaerskX,Sea,1337.2,4.6,13207.2,490,0,79.9,60634.4,33,32,3140.64
SHP0002584,2024-06-22,US,PL,Expeditors,Air,581.7,1.47,6970.7,351,1,62.9,10166.67,6,5,1887.92
SHP0003720,2024-02-15,CN,NL,Kuehne+Nagel,Air,2050.7,6.49,7377.3,3,0,106.2,50404.59,7,6,4130.76
SHP0007559,2024-11-01,GB,FR,Kuehne+Nagel,Rail,1482.0,6.82,14152.5,174,1,96.1,9011.07,16,15,4981.31
SHP0013673,2025-01-03,DE,US,DHL-Freight,Road,1439.8,4.24,15553.3,379,0,94.3,70070.45,9,8,4574.9
SHP0019479,2024-06-30,FR,DE,MaerskX,Road,1016.1,2.61,8968.0,402,0,90.6,50152.2,8,7,2151.74
SHP0019261,2024-07-10,GB,VN,CMA-CGM,Air,355.8,0.92,9517.6,137,0,99.2,11605.15,7,7,1130.03
SHP0000542,2024-02-29,PL,FR,DHL-Freight,Rail,260.0,0.86,17012.9,4,0,101.5,10772.22,14,18,3373.49
SHP0015401,2024-05-19,NL,IN,Expeditors,Road,1079.7,2.75,15925.2,214,0,93.7,4389.57,9,8,3573.04
SHP0004258,2025-05-09,CN,FR,Kuehne+Nagel,Road,715.6,1.92,1541.9,391,0,104.7,18007.29,6,4,1658.13
SHP0009922,2024-01-18,TR,NL,DB Schenker,Road,175.5,0.7,14024.6,109,0,72.6,10070.85,11,10,2745.98
SHP0014406,2024-07-07,DE,IN,DHL-Freight,Road,2067.9,9.65,6516.5,376,0,96.4,73191.98,8,8,4716.18
SHP0006941,2024-03-25,PL,CN,DHL-Freight,Air,70.2,0.19,2827.9,9,0,94.5,1665.59,4,10,598.4
SHP0005308,2025-03-13,CN,VN,DHL-Freight,Sea,577.6,1.81,4720.1,363,0,98.7,20475.5,29,27,1937.79
SHP0005076,2024-02-21,PL,TR,DB Schenker,Sea,1131.5,5.8,9535.8,394,0,130.8,66104.12,29,28,3344.93
SHP0002352,2025-05-22,TR,US,DB Schenker,Road,4155.4,11.43,17393.5,379,0,101.7,236609.15,9,9,6271.46
SHP0011076,2024-07-17,VN,FR,CMA-CGM,Sea,2381.5,9.08,11490.9,135,0,96.2,53850.76,30,30,5898.3
SHP0019047,2024-12-11,PL,DE,DB Schenker,Road,400.8,2.17,12370.7,92,0,76.5,6245.58,8,8,2826.99
SHP0010385,2024-10-18,NL,TR,MaerskX,Road,2373.8,10.3,8134.5,143,0,108.3,51795.0,8,7,5805.29
SHP0014126,2024-01-03,NL,VN,MaerskX,Rail,1610.7,5.59,1333.2,199,0,116.5,42239.34,14,13,2474.68
SHP0005550,2024-08-22,TR,PL,Kuehne+Nagel,Rail,697.6,2.05,12386.5,34,0,102.9,34591.36,17,17,2662.34
SHP0005401,2024-02-05,US,PL,Expeditors,Air,851.8,2.24,10459.3,498,0,106.7,12191.0,7,6,3220.71
SHP0008592,2025-03-26,NL,PL,DHL-Freight,Sea,3169.4,8.97,1634.0,61,0,74.4,148195.52,28,27,5976.63
SHP0019542,2025-06-20,DE,GB,CMA-CGM,Rail,193.7,0.98,8381.4,329,0,116.2,4970.97,15,15,1483.72
SHP0013372,2024-09-14,PL,NL,Expeditors,Road,1979.3,12.02,12380.1,410,1,100.1,78421.35,10,9,3029.36
SHP0019279,2025-04-06,GB,FR,MaerskX,Road,2929.1,17.63,11152.8,209,0,86.0,107464.31,9,15,4094.91
SHP0015243,2025-05-14,NL,CN,DHL-Freight,Air,3641.7,11.39,18648.0,495,0,77.3,65194.22,7,7,9783.81
SHP0004617,2025-03-28,GB,IN,Expeditors,Road,1562.5,3.91,1272.3,209,0,73.9,36097.85,8,7,1709.07
SHP0010057,2025-03-06,VN,NL,Kuehne+Nagel,Air,949.8,2.39,12166.8,248,0,101.5,13786.31,9,8,3142.01
SHP0013348,2024-10-13,CN,DE,Expeditors,Sea,967.4,4.14,651.1,305,0,125.4,9241.26,27,27,1296.1
SHP0014674,2024-11-24,DE,TR,DHL-Freight,Air,386.3,2.39,17415.2,476,0,93.3,12250.78,8,7,2283.0
SHP0001384,2025-01-30,NL,PL,Expeditors,Rail,1488.2,6.91,7063.3,493,0,92.6,67632.81,15,13,3666.52
SHP0017276,2024-02-22,PL,US,MaerskX,Air,2262.5,13.68,16514.2,141,0,105.4,77816.89,7,6,4961.29
SHP0007091,2025-05-16,FR,NL,DHL-Freight,Rail,1235.1,4.4,6195.1,324,0,115.3,67914.97,14,18,3710.51
SHP0010915,2024-09-02,GB,FR,Kuehne+Nagel,Sea,1524.7,3.81,6537.5,435,0,105.0,23630.81,31,32,2792.95
SHP0015419,2024-10-07,PL,DE,DHL-Freight,Road,1944.9,5.16,16434.3,72,0,95.4,59764.19,9,8,4570.36
SHP0001029,2024-04-19,VN,NL,MaerskX,Air,1682.8,4.98,18178.6,395,0,102.8,90673.95,9,8,4641.2
SHP0012744,2024-09-24,DE,FR,Expeditors,Rail,1105.8,3.85,15054.0,462,0,104.8,48616.72,16,15,3377.62
SHP0003828,2025-04-17,DE,PL,DB Schenker,Road,1464.4,5.67,8010.5,22,0,93.2,64975.15,9,12,2582.84
SHP0002825,2025-03-17,IN,NL,CMA-CGM,Rail,641.1,2.17,7802.6,232,0,99.5,16999.75,12,12,1427.06
SHP0015974,2024-06-17,CN,PL,Expeditors,Air,815.7,2.12,3062.6,418,0,102.4,27220.49,5,5,1539.37
SHP0018493,2025-01-08,US,IN,DHL-Freight,Air,1386.0,4.18,17633.2,417,0,125.0,21439.13,9,8,3636.52
SHP0013700,2025-02-28,PL,CN,DHL-Freight,Road,4212.0,11.89,2937.6,86,0,113.8,250092.99,8,7,9073.95
SHP0019512,2025-03-20,US,DE,Kuehne+Nagel,Road,480.8,1.29,12943.8,166,0,92.5,10186.34,9,8,2864.08
SHP0013595,2024-06-22,DE,IN,MaerskX,Rail,1581.7,8.66,6633.2,420,0,117.4,44925.87,15,15,3190.54
SHP0010312,2024-10-15,GB,FR,MaerskX,Road,1512.2,8.13,1129.0,143,0,112.8,59306.48,6,5,3109.33
SHP0017570,2024-12-22,CN,TR,DB Schenker,Sea,3755.1,11.81,17308.3,425,0,89.9,213401.79,30,29,6391.66
SHP0019800,2024-02-25,DE,FR,MaerskX,Rail,1973.8,6.24,6298.9,308,0,113.2,55529.39,12,11,3166.0
SHP0008078,2024-06-11,PL,TR,DB Schenker,Sea,54.3,0.28,17559.7,81,0,110.8,1087.36,32,31,1606.78
SHP0000385,2025-02-28,FR,NL,Kuehne+Nagel,Road,1513.1,7.39,2172.0,480,0,81.9,8060.37,7,13,2560.24
SHP0018234,2024-02-10,US,GB,CMA-CGM,Sea,2708.2,15.63,7211.6,163,0,88.1,114416.51,30,28,4904.63
SHP0009867,2024-01-12,DE,IN,DHL-Freight,Sea,906.5,3.21,15505.0,148,0,99.9,37090.03,31,30,1683.64
SHP0011958,2025-05-22,NL,GB,CMA-CGM,Sea,1314.2,3.92,8286.3,367,0,92.2,31317.92,31,32,2742.75
SHP0009961,2024-09-18,US,TR,Expeditors,Air,2669.0,7.59,3978.0,374,0,101.4,62310.17,4,3,6311.68
SHP0011322,2024-09-09,NL,GB,DHL-Freight,Rail,362.8,1.05,14012.7,238,0,97.1,3417.88,15,14,2743.77
SHP0002814,2024-09-12,FR,PL,DB Schenker,Road,2157.8,6.66,12243.5,391,0,103.4,14961.98,10,9,6519.59
SHP0018059,2025-01-26,GB,VN,DB Schenker,Sea,1823.9,6.15,14235.6,268,0,104.6,64883.74,31,40,4355.56
SHP0002746,2025-02-09,PL,TR,MaerskX,Sea,1329.1,5.48,6871.2,337,0,111.7,6017.14,29,28,3774.7
SHP0012296,2024-10-30,CN,TR,MaerskX,Road,2733.7,13.85,7006.2,419,0,99.1,139852.57,8,8,6749.49
SHP0002392,2024-07-22,IN,CN,Kuehne+Nagel,Rail,1274.5,5.24,3327.3,31,0,82.6,38211.95,12,13,2266.7
SHP0003907,2024-05-20,PL,GB,MaerskX,Air,2832.0,12.01,18922.8,488,0,116.1,93481.57,10,9,7090.45
SHP0008937,2024-07-08,VN,NL,Expeditors,Rail,2499.8,12.02,8333.4,452,0,85.2,105603.32,15,15,6221.77
SHP0007349,2024-07-03,NL,IN,MaerskX,Air,2297.8,8.71,7662.9,195,1,109.3,110335.41,6,5,4266.42
SHP0012353,2024-11-07,TR,DE,Expeditors,Road,2560.1,15.13,4050.4,240,0,95.9,24302.5,6,6,2760.28
SHP0016996,2024-12-31,FR,GB,Kuehne+Nagel,Rail,1306.5,3.69,2496.6,48,0,87.2,77808.28,12,12,2535.3
SHP0008064,2024-09-22,DE,PL,Kuehne+Nagel,Rail,528.6,2.93,1597.8,484,0,102.4,23103.74,14,13,1329.46
SHP0014144,2024-01-02,FR,GB,DB Schenker,Air,750.9,3.52,14513.1,41,1,86.1,26125.51,8,12,2834.37
SHP0008259,2024-06-03,TR,FR,CMA-CGM,Air,1725.1,6.0,4485.3,297,0,84.2,40634.98,4,3,2321.92
SHP0013389,2025-03-21,DE,GB,Kuehne+Nagel,Sea,1507.8,3.79,8888.5,470,0,96.4,85818.33,31,30,4008.46
SHP0005564,2024-10-25,FR,IN,CMA-CGM,Road,4226.4,10.8,12452.8,12,0,96.9,194482.21,10,14,8713.51
SHP0002506,2024-07-28,PL,TR,Expeditors,Road,796.6,3.58,4469.0,192,0,113.2,43765.22,7,7,1479.72
SHP0007830,2024-01-19,PL,DE,DB Schenker,Road,1755.3,5.08,10043.1,314,1,90.2,19108.41,9,9,3699.58
SHP0011381,2024-11-06,IN,PL,DB Schenker,Road,1948.9,8.77,12961.6,149,0,103.6,58414.47,8,8,3868.05
SHP0005552,2025-06-20,GB,US,Expeditors,Road,2200.2,8.16,15391.3,484,0,94.7,84089.32,10,9,6466.89
SHP0007392,2024-08-30,IN,PL,Kuehne+Nagel,Rail,509.9,2.07,10326.7,385,0,96.7,29162.11,15,14,2663.69
SHP0010727,2024-03-31,DE,US,DB Schenker,Road,2337.3,12.4,16470.5,478,0,123.6,23299.29,12,12,5497.82
SHP0018142,2024-05-26,IN,US,Kuehne+Nagel,Rail,2862.8,12.45,9699.1,338,0,108.7,49110.63,14,13,6097.42
SHP0019409,2024-04-02,NL,US,CMA-CGM,Rail,1207.5,3.16,7781.5,247,0,105.4,5832.8,13,15,3346.43
SHP0001731,2025-05-16,GB,PL,Kuehne+Nagel,Rail,957.2,3.21,9239.0,85,0,87.8,29904.98,15,15,1863.08
SHP0017406,2025-02-13,DE,GB,Kuehne+Nagel,Road,3305.8,17.23,14408.1,492,0,101.0,113403.1,8,7,5269.42
SHP0013473,2024-06-17,IN,NL,DHL-Freight,Rail,161.0,0.94,4579.9,424,0,102.9,5847.08,11,10,1033.17
SHP0015923,2024-02-02,VN,US,Expeditors,Rail,1469.1,4.72,14885.5,254,1,96.6,26151.12,15,14,5064.3
SHP0006372,2025-02-19,TR,PL,Kuehne+Nagel,Rail,1415.4,6.74,18259.0,99,0,113.7,53010.93,16,15,4842.73
SHP0000518,2024-01-19,FR,TR,Kuehne+Nagel,Air,1132.7,3.81,13281.9,429,1,98.6,9827.41,7,12,5002.52
SHP0007367,2024-04-08,IN,US,DHL-Freight,Air,626.3,3.56,13934.3,185,0,97.3,6570.05,8,7,2019.89
SHP0003329,2025-03-14,US,IN,DB Schenker,Road,403.9,1.12,9018.2,403,0,92.1,11351.36,8,8,1360.93
SHP0016168,2025-05-26,NL,CN,DHL-Freight,Sea,2613.9,17.17,8539.3,460,0,103.0,147643.25,31,30,3516.72
SHP0007520,2024-08-09,DE,US,DHL-Freight,Sea,543.2,1.38,7104.3,105,0,94.2,15446.85,29,28,985.74
SHP0007458,2025-02-22,FR,US,Expeditors,Sea,663.4,1.73,3967.9,37,0,118.7,32586.0,29,28,1791.63
SHP0013578,2024-03-24,GB,NL,CMA-CGM,Road,1692.9,7.87,2441.4,420,0,102.2,77865.09,6,6,2510.04
SHP0000183,2025-03-27,TR,US,Kuehne+Nagel,Road,815.5,2.13,7507.2,269,0,86.0,48402.42,10,9,2661.71
SHP0006050,2024-08-15,US,FR,DB Schenker,Rail,873.5,4.16,14465.6,475,0,116.7,44738.37,16,21,3144.05
SHP0015101,2024-11-25,IN,FR,DHL-Freight,Sea,1946.3,5.14,16186.6,264,0,98.4,21626.51,31,34,4262.43
SHP0018537,2024-02-22,NL,DE,MaerskX,Road,1410.9,4.18,5305.4,10,0,90.8,64842.84,7,11,2773.17
SHP0001276,2025-04-03,DE,NL,DB Schenker,Sea,622.9,1.8,11121.6,336,0,119.4,10575.72,30,30,2758.86
SHP0011135,2024-09-08,TR,FR,DHL-Freight,Air,2021.6,5.18,13677.5,142,0,93.9,56795.53,7,7,2387.02
SHP0004932,2025-03-06,FR,PL,Kuehne+Nagel,Road,2562.1,11.42,11304.2,468,0,74.3,126705.95,10,10,3633.34
SHP0008627,2025-01-01,FR,TR,MaerskX,Road,289.1,1.14,7210.4,263,0,101.2,16665.76,9,8,1556.06
SHP0018445,2024-01-24,IN,GB,Expeditors,Air,1822.7,5.66,17630.8,311,0,96.2,24181.89,10,9,5367.31
SHP0009873,2024-02-06,GB,TR,Kuehne+Nagel,Road,1778.6,4.79,392.1,405,1,73.4,68345.13,7,7,2486.49
SHP0001279,2025-04-03,DE,TR,Kuehne+Nagel,Air,2569.7,9.03,10491.9,123,0,109.8,100434.31,8,8,4893.13
SHP0005881,2025-06-18,FR,TR,DHL-Freight,Air,4581.3,11.62,14616.0,446,0,101.9,82127.34,7,6,5488.4
SHP0004441,2025-05-06,VN,PL,MaerskX,Air,594.4,2.26,3701.7,72,0,102.0,33543.09,6,5,1621.07
SHP0016874,2025-03-20,NL,IN,DHL-Freight,Road,1268.8,4.56,8580.3,476,0,100.5,71419.94,7,11,3656.11
SHP0005326,2025-02-12,CN,FR,Expeditors,Road,1108.3,4.84,7925.6,355,0,103.0,35275.79,9,9,2402.19
SHP0008366,2025-01-24,TR,US,DHL-Freight,Rail,5493.2,15.98,5288.8,316,0,117.1,304822.53,14,13,6422.04
SHP0019725,2025-06-12,IN,CN,Kuehne+Nagel,Air,1202.7,3.26,1546.0,416,0,93.8,26528.67,4,2,1603.43
SHP0016201,2025-03-08,PL,GB,DHL-Freight,Air,1189.5,3.41,9581.1,84,0,90.0,52236.12,7,12,3575.93
SHP0013162,2025-05-26,IN,US,Expeditors,Rail,321.0,1.02,14730.2,251,0,98.7,4372.74,16,16,2023.01
SHP0008606,2025-04-26,FR,DE,CMA-CGM,Rail,2482.8,11.69,8016.4,415,0,105.6,38556.38,13,12,3996.15
SHP0017260,2024-06-22,PL,DE,Kuehne+Nagel,Air,1636.5,10.06,12262.0,109,0,107.6,16288.42,7,11,4552.73
SHP0007995,2025-04-10,US,GB,DHL-Freight,Air,1276.6,6.39,15100.3,117,0,96.4,41416.86,9,14,3019.21
SHP0015663,2025-05-27,GB,CN,MaerskX,Rail,1313.4,4.7,14096.8,421,0,103.0,59524.27,15,14,4710.79
SHP0017853,2024-05-19,CN,VN,CMA-CGM,Air,2010.0,5.42,5143.3,34,0,86.7,74134.12,5,3,2831.16
SHP0019092,2024-05-13,DE,FR,CMA-CGM,Air,2652.4,7.29,3349.9,45,0,112.1,123943.77,5,10,2496.74
SHP0016828,2024-08-30,DE,US,CMA-CGM,Rail,1947.4,12.21,13533.6,68,0,101.2,89753.0,14,13,5717.38
SHP0015119,2024-06-23,TR,GB,CMA-CGM,Air,847.0,5.53,10846.9,38,0,88.5,12691.48,7,7,2673.91
SHP0011495,2024-08-02,PL,FR,MaerskX,Air,1065.8,5.1,18670.7,336,0,90.9,52645.92,7,6,4210.21
SHP0018348,2024-09-06,PL,IN,DHL-Freight,Sea,1273.4,4.82,12831.0,376,0,107.0,33631.37,30,35,4785.28
SHP0006928,2024-05-25,GB,US,CMA-CGM,Rail,2479.2,9.28,8654.8,118,0,107.3,130351.54,14,18,5482.35
SHP0011979,2025-06-13,DE,PL,MaerskX,Sea,2436.2,6.09,2279.8,58,0,117.2,86164.97,28,27,3439.38
SHP0009722,2024-09-18,US,PL,DHL-Freight,Air,440.1,1.99,4398.2,227,0,105.2,8966.4,5,9,1251.73
SHP0015608,2025-06-06,VN,US,DHL-Freight,Road,268.1,1.48,13935.1,238,0,106.5,4833.31,10,14,1594.54
SHP0008292,2024-11-16,FR,US,Kuehne+Nagel,Road,977.8,2.45,6994.8,369,0,123.3,38096.76,10,10,2036.7
SHP0007119,2024-06-16,NL,CN,DHL-Freight,Air,2056.1,5.26,10600.4,404,0,86.4,57015.46,6,6,2532.6
SHP0017775,2024-11-23,IN,DE,Expeditors,Road,2013.0,5.1,16983.0,495,0,83.8,43475.78,10,8,4645.98
SHP0002205,2024-06-16,TR,CN,DHL-Freight,Rail,776.6,3.51,10824.6,459,0,103.2,37841.74,16,15,2085.71
SHP0011072,2024-05-18,US,PL,Expeditors,Rail,1141.8,5.09,5291.7,407,0,100.0,54316.47,13,12,2325.05
SHP0006479,2024-11-03,CN,IN,Expeditors,Sea,791.8,5.23,12673.2,239,0,99.7,30420.68,31,29,2252.15
SHP0014903,2025-03-11,NL,TR,Expeditors,Sea,47.8,0.19,3113.7,459,0,103.6,369.21,28,28,526.12
SHP0010438,2025-03-07,NL,VN,Expeditors,Sea,858.9,2.49,10313.2,344,0,109.5,35695.98,31,30,1879.69
SHP0016705,2024-01-14,GB,DE,Kuehne+Nagel,Rail,3631.8,10.49,7980.5,65,0,92.1,29430.38,15,15,3748.88
SHP0011106,2024-08-13,PL,GB,Kuehne+Nagel,Sea,2118.2,9.79,13093.3,291,0,107.9,120102.45,31,30,3195.33
SHP0010165,2024-01-06,NL,IN,DHL-Freight,Sea,4153.1,15.94,867.8,195,0,112.4,79791.82,29,29,7742.52
SHP0001830,2024-11-18,VN,TR,Expeditors,Sea,326.3,0.86,14843.1,398,0,96.5,14959.04,32,32,2153.22
SHP0000358,2024-03-10,CN,TR,CMA-CGM,Rail,554.3,1.44,3208.7,37,0,109.1,25148.88,11,16,1284.95
SHP0017319,2024-03-16,GB,TR,CMA-CGM,Sea,1536.3,4.37,17963.2,312,0,115.7,84533.42,32,30,3506.26
SHP0019201,2024-08-25,DE,VN,Kuehne+Nagel,Rail,1818.6,7.54,15252.3,130,0,112.4,99910.61,16,21,3396.98
SHP0013849,2024-10-22,CN,PL,MaerskX,Sea,951.3,4.95,13702.7,115,0,94.5,7248.94,32,30,3192.1
SHP0012368,2024-03-09,VN,GB,Kuehne+Nagel,Rail,1044.2,3.46,6437.2,59,0,88.6,57554.48,14,13,2191.08
SHP0017429,2024-03-31,DE,TR,Expeditors,Road,1370.8,7.3,9687.8,325,0,92.6,27987.93,8,7,2937.24
SHP0008061,2025-05-25,VN,TR,Expeditors,Sea,749.3,2.34,12458.1,168,0,99.1,3838.0,30,30,2404.13
SHP0015823,2024-10-10,DE,GB,DHL-Freight,Rail,1208.2,6.37,16865.4,99,0,93.5,54953.24,15,20,5056.8
SHP0006008,2024-06-18,NL,PL,DHL-Freight,Air,2420.0,13.75,3041.9,39,0,98.2,141995.55,5,4,4592.14
SHP0008586,2025-04-05,US,FR,Expeditors,Road,1039.3,6.79,12315.7,207,0,78.3,44566.94,7,6,3619.56
SHP0001611,2024-08-03,GB,DE,Expeditors,Rail,830.4,3.03,3046.0,339,0,113.6,45476.55,12,11,1480.86
SHP0008346,2024-03-04,GB,NL,Expeditors,Air,4786.8,14.02,4470.8,112,0,104.0,179758.37,4,3,7827.91
SHP0006749,2024-07-14,DE,PL,DHL-Freight,Road,1085.2,2.79,8822.7,278,0,113.4,4714.06,7,9,3003.4
SHP0005100,2025-05-02,TR,IN,CMA-CGM,Rail,1722.2,5.7,6225.2,35,0,102.7,99570.73,15,20,2800.8
SHP0007332,2024-01-08,CN,IN,Kuehne+Nagel,Road,2497.0,6.24,2574.6,98,0,97.0,119923.25,5,3,2761.88
SHP0010715,2025-01-02,DE,PL,DB Schenker,Sea,1910.1,6.13,11274.0,385,0,87.1,109672.32,32,30,4502.7
SHP0017983,2025-04-16,PL,FR,CMA-CGM,Air,2593.2,8.12,7200.5,53,0,96.0,33427.4,4,3,5891.44
SHP0017056,2024-07-02,PL,VN,DHL-Freight,Rail,436.4,1.17,9293.7,171,0,112.8,2785.83,16,15,1417.12
SHP0016699,2024-05-17,US,CN,Expeditors,Sea,1409.1,5.32,7597.5,129,0,90.0,50752.34,31,30,4132.74
